id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
y0k5d,4,0,40,2,0,24
q2zaf,10,12,28,4,9,96
w7ml9,2,13,40,4,17,33
iycee,11,0,92,4,0,0
zopyc,2,30,29,2,29,68
y2w14,11,24,98,11,9,30
dzq5u,10,0,6,10,0,8
s6sxo,11,22,49,4,28,91
lh75c,10,27,30,2,30,47
g2391,2,0,1,11,0,95
kurl2,4,28,98,2,9,27
x5btl,11,0,68,10,0,94
y47o3,2,15,69,4,6,45
io8xy,11,10,57,2,14,57
mpej8,11,29,35,10,9,61
ndqf9,2,0,58,10,0,93
tzwh2,4,27,83,11,20,19
msjmn,11,3,36,2,11,18
khah1,11,26,79,2,25,67
yhngc,10,28,60,10,24,55
jbcik,4,12,95,10,17,62
g89ua,2,0,95,11,0,82
i9qj0,2,23,92,11,6,33
iglto,11,7,0,11,3,36
otmkb,2,21,65,11,19,69
rgba2,2,10,49,10,28,5
dr3bk,10,24,81,10,19,41
x893c,4,7,85,11,9,89
gbxkl,11,21,1,4,11,22
cuqfn,11,5,51,2,4,82
rtbi4,11,12,85,11,9,34
fl2pc,10,22,12,11,24,92
t4y1m,11,11,91,2,25,40
ymgli,4,18,28,2,27,24
s0dqf,4,22,70,2,1,38
u6qi3,2,0,27,10,0,1
mxt5t,11,3,55,11,16,30
i03z5,11,23,35,11,4,52
jqixe,2,23,64,11,11,91
w6w75,10,10,60,10,1,3
ma5ap,11,19,62,11,2,54
m7fu6,10,4,73,10,4,17
rjuan,11,9,22,10,9,8
eneow,10,13,37,2,17,48
otjfy,10,2,4,2,0,5
ta1ki,11,7,34,2,30,54
ugltr,10,2,37,10,14,54
f8tpz,11,18,75,2,27,13
bycw0,2,12,54,4,17,37
fw7dx,10,16,5,2,4,77
vwka0,10,19,3,10,4,79
gqlkc,2,10,73,2,29,35
bii60,10,11,61,10,3,50
phnt8,11,9,75,11,16,80
w622g,10,27,49,10,13,93
fl3n9,10,24,86,4,27,50
bp3a0,2,23,98,11,6,61
dzg9f,10,21,25,2,6,8
dxrlj,11,0,33,2,12,77
f5kqd,10,0,44,2,0,93
eao8k,10,25,55,2,21,43
qm6w5,2,24,47,4,3,8
fw49u,11,0,90,2,0,7
ostjg,10,0,16,11,0,32
k6emn,2,0,37,2,0,88
rukts,11,26,71,2,6,6
rsgt0,10,30,11,10,13,89
p08sf,11,3,74,2,27,43
xpw30,10,5,10,2,8,96
fdryz,10,12,22,11,18,92
n5hqx,10,0,30,2,0,16
kiz70,11,1,20,10,17,32
n1qim,11,0,50,10,0,93
dteof,2,28,17,2,4,55
i7243,2,4,63,10,4,81
yd7h2,4,0,30,10,8,15
uy5af,2,18,70,11,21,59
lve0t,2,16,83,2,25,6
ce7m5,4,11,86,10,11,27
qcaa5,4,0,3,2,0,51
hvfp7,2,21,95,10,6,7
i3vet,10,17,34,10,22,29
cgl43,10,30,5,2,15,12
hohyv,2,8,27,10,5,88
ftx3g,4,0,21,10,0,25
agvvw,11,28,13,2,11,97
plo60,2,0,8,11,28,72
z0wax,4,15,68,2,12,13
d7n38,4,8,94,11,13,65
bneh6,11,12,86,10,27,47
cy3ki,11,22,63,11,0,79
ofa55,10,0,62,11,0,59
vuhue,4,1,37,11,0,38
ig1fw,11,1,48,11,17,72
dsw8i,10,8,22,11,9,65
cv895,2,13,78,4,15,97
ppd48,11,0,39,2,0,44
j5md8,2,2,85,2,12,60
jkpmp,4,16,58,10,6,72
gsgvi,2,0,19,10,3,13
xki0x,10,0,36,2,0,40
jvxaq,4,18,29,2,29,33
synys,11,0,44,2,0,73
trpef,4,0,48,10,0,55
bu95x,10,24,80,11,20,98
g8gri,2,5,8,11,19,4
x56og,10,4,32,11,1,2
wdxdv,2,14,60,11,4,85
kns0d,10,3,27,11,10,60
el83c,10,23,67,10,2,3
h418y,10,18,27,11,26,1
ykm87,10,26,54,10,25,8
r7hc1,11,0,16,10,0,59
bb5ni,10,25,67,2,15,10
sy39k,11,30,85,11,8,88
d3kq2,2,22,35,4,1,44
hvn9s,4,0,22,2,0,47
mksb7,11,25,57,10,6,82
j641j,2,23,90,11,29,32
s3fqb,2,0,81,10,4,59
e1pd7,2,20,40,11,15,24
wiu6o,2,0,26,2,0,77
p0xlq,2,29,25,10,29,18
hws6y,10,8,71,10,28,55
yo59q,2,6,34,11,29,57
mxmc7,10,21,82,10,14,54
ku5l3,11,28,63,10,19,89
aog92,10,0,32,2,0,52
zmsag,10,4,29,10,19,71
wm75b,2,0,88,2,0,7
ermh5,4,0,46,2,0,27
y58z9,11,11,30,2,22,74
ual7y,11,9,91,10,3,75
krk70,2,27,63,11,0,2
y0wn2,10,9,12,10,23,3
olw9g,4,0,80,10,0,73
r6dap,11,0,9,10,0,17
e22qg,10,24,90,10,0,12
c9vhu,2,0,0,4,0,36
nkhxk,10,0,15,2,0,15
i2zs8,10,6,29,10,12,26
z03xz,11,18,14,10,29,68
cpupc,10,9,40,10,28,79
t0tjz,10,3,35,10,0,74
pmith,10,30,41,11,6,5
w4u04,10,14,50,2,30,19
zq8ah,2,20,19,2,24,59
wcbip,11,15,33,4,27,69
ju2jx,2,0,93,4,0,26
s8gzb,10,6,5,10,26,10
eaxvq,11,14,97,10,8,92
moeio,10,19,18,11,10,54
gfi72,10,13,77,11,27,34
gzawg,11,13,71,10,9,38
otd8k,2,0,97,2,0,37
dt227,2,20,64,4,0,3
osqp7,11,0,15,11,0,38
kfik5,11,15,58,2,24,7
fiu1c,2,0,29,10,0,48
oa5ba,2,11,90,2,14,34
t7m5w,2,21,23,10,3,90
p01rc,2,24,45,11,12,2
ctjj1,2,13,31,2,4,21
ohu3u,2,0,28,4,0,17
qwv8g,4,23,0,10,19,72
ryr7d,2,18,60,10,18,64
l67d4,11,0,74,11,0,25
cwb5w,10,7,37,11,30,2
dkde7,11,23,84,4,17,0
imupl,10,0,48,11,4,18
qlovg,10,16,81,11,24,62
tnrt9,11,0,55,11,0,64
rx61y,10,6,14,10,16,85
il17r,10,19,46,2,24,85
lgape,11,0,80,2,0,96
b21n0,4,25,84,4,20,63
ukm5w,10,20,26,11,4,43
jvjbb,11,9,79,2,19,96
nqyet,11,29,0,11,23,14
lo1da,11,0,73,2,0,47
h70m4,2,12,94,10,25,19
euhzi,2,21,58,11,7,28
yjpao,2,21,26,10,2,87
diu0b,2,0,39,2,0,25
yez7r,11,30,79,2,19,18
cq8en,2,25,11,2,24,7
cl8zq,2,22,21,11,10,35
xmqyx,11,1,69,4,12,42
y2kqs,11,6,85,4,27,62
xdsp5,10,15,92,2,14,63
up43m,11,30,81,2,19,57
mai3w,4,0,98,10,0,20
c2vd8,10,0,65,10,30,27
prmq7,11,0,51,11,0,80
nznzb,11,1,62,10,20,17
tzljw,11,18,83,11,8,1
a2i9e,11,15,2,4,3,16
cx6uo,10,15,25,2,24,1
p3lom,11,1,23,10,28,69
wdrox,4,0,58,4,0,7
yonkb,2,29,58,10,24,91
oylxv,10,20,91,4,6,10
j7g85,11,10,85,4,16,75
mbnzq,10,11,54,10,20,24
n00pj,4,30,88,10,14,61
qa66z,11,8,13,11,4,22
fs3es,2,17,87,2,14,49
khnwe,2,21,13,10,18,4
ocb0d,4,3,42,2,17,37
wrraz,11,0,40,11,0,96
uq7j9,11,5,59,10,7,55
t6rjj,10,24,77,10,22,64
f6r08,10,0,29,2,0,6
kgue0,4,21,87,11,6,13
o0bqb,2,8,88,2,16,76
z253u,2,16,98,11,1,95
j9gjl,11,16,49,10,12,42
xcybb,2,21,3,11,10,57
t0nvf,11,22,24,10,27,0
q8aym,2,0,68,4,0,7
sneal,11,29,50,2,23,37
uaelp,11,0,83,11,19,81
szgrm,2,20,11,2,15,77
rm4bj,11,17,78,10,7,91
jxqwr,2,4,31,2,4,91
lzqok,4,29,1,2,8,27
pj71o,11,0,14,11,7,82
vpkra,10,1,63,4,1,28
qgyif,11,17,53,4,7,78
zqprk,11,0,30,10,0,52
rafwo,2,0,4,11,11,14
k70ci,10,14,17,10,6,15
opzzh,2,11,42,2,9,31
q6h59,2,12,93,10,15,86
waqm3,4,28,78,10,11,7
gufpt,11,23,25,10,11,76
g2u6z,11,23,1,10,10,25
ff22j,2,19,12,11,22,51
bbw3y,4,25,39,10,6,51
rzy0h,10,21,96,4,28,63
z02ux,11,0,49,2,0,49
pqbcu,10,0,91,11,0,81
bpbxb,11,5,44,2,18,48
jdefz,10,22,37,2,16,48
xapbx,2,29,21,11,17,13
bs9h7,2,6,56,10,30,4
pw2yk,4,5,42,2,7,26
l111n,4,16,82,10,15,89
x0g80,2,3,59,4,11,4
nt4v0,2,7,28,11,26,19
o8ndz,4,1,68,2,17,15
sxf0x,10,30,19,2,20,68
v8fmb,2,22,8,2,6,21
nqax8,11,0,41,2,0,27
smafo,4,2,10,11,0,76
uc1it,10,27,85,11,28,41
n9drd,10,19,44,10,11,64
snf8h,11,18,63,10,14,34
jy4tu,2,0,52,4,0,69
jzlsn,4,15,95,2,15,65
a6wq5,2,1,89,2,17,62
rtqjz,2,18,79,11,16,27
gj4vm,4,0,82,11,0,74
vcq10,4,5,36,2,18,3
ys3tm,11,0,57,11,0,4
wa2b2,11,0,35,2,0,75
hvgrx,10,26,87,10,26,96
qm8bk,10,29,45,4,10,61
trr7k,4,2,4,10,25,52
nbz6b,10,4,32,2,0,41
n06vu,4,18,27,11,14,88
lwn8j,2,1,60,4,20,25
ivwcm,11,29,9,10,30,97
o653z,2,27,64,10,24,79
zxlk9,10,0,48,4,24,78
fm7bj,2,13,14,4,3,10
bgfns,11,0,77,11,0,74
bmv9o,11,15,91,4,21,37
p0t8l,11,5,26,4,11,55
hesi3,4,15,66,11,5,91
lfc0r,2,18,3,10,25,77
yhdwu,4,20,35,10,18,42
bsjt6,11,0,16,10,0,31
ea6pm,2,14,7,10,22,88
flqyk,10,0,97,10,0,62
l0e2i,10,0,55,10,0,90
sf69u,11,12,47,2,17,77
e82xd,2,20,89,10,18,5
ci07o,2,30,15,10,26,31
cqrq4,10,1,21,11,18,94
ubbvr,11,0,48,4,0,12
ag2ee,11,0,79,10,0,43
qgxs7,11,2,79,2,0,71
p1kgb,4,22,52,10,9,9
ci8lg,4,0,6,2,0,23
oey4y,11,9,81,10,1,90
hb4ux,4,27,2,4,27,70
n8mhf,4,25,51,2,17,77
doy7w,11,12,73,2,0,92
ruj0i,11,21,41,10,7,82
u51f9,10,8,97,10,16,24
ar714,11,0,61,11,0,54
n9eg1,11,0,65,10,0,90
qyt4t,10,26,31,11,20,78
amezf,2,4,55,4,29,98
s7i4e,2,21,14,2,27,76
ovoy8,4,24,72,2,29,78
h79w5,10,26,80,11,19,10
mwvsx,2,0,9,11,15,39
ra97u,2,17,82,2,21,25
quapv,4,0,36,2,0,52
uha93,10,0,94,2,0,19
aa3qs,2,12,64,11,13,73
u2gxr,2,10,44,10,24,19
ao330,2,12,74,11,11,50
qeisd,4,0,84,4,0,83
jr1os,2,16,49,10,8,25
bfj2y,2,14,59,11,23,27
rhph3,11,9,64,11,25,72
oenr6,4,14,82,2,26,57
rx0i6,10,10,5,10,8,79
j5wk7,4,29,39,2,7,37
h252a,10,0,96,2,0,3
qi9em,10,14,88,10,25,91
flxnt,10,0,59,11,23,30
vutfm,10,4,0,10,5,34
rllnm,2,4,77,11,13,27
zxyc6,10,4,91,11,10,1
atqo4,2,27,58,10,8,38
psej5,2,16,61,11,21,89
oage1,10,7,62,10,8,62
wztnc,10,5,67,2,5,68
lf0p8,11,20,77,10,17,29
y123j,4,25,89,11,22,74
gf3c8,4,16,65,10,2,41
wav02,11,12,55,2,11,21
ndzvc,10,0,33,10,0,76
yfeyq,11,10,23,11,11,40
f8kt9,2,20,52,2,1,35
ghdo7,11,23,80,4,3,59
o0x05,2,4,23,10,8,8
ocb2l,11,16,42,11,18,12
dkj87,11,21,42,4,15,7
q69b0,2,20,56,4,12,61
k6u6f,10,13,27,11,7,94
d8yjx,2,0,17,10,0,27
ne8hh,10,5,34,11,22,14
sf0fi,4,9,26,11,17,6
a89p7,2,3,34,2,2,52
xrmgp,10,12,66,11,11,93
pxsvf,11,0,82,11,0,38
glk4y,11,1,11,11,25,73
tepcx,10,0,21,11,0,9
va1rk,11,0,18,11,0,8
y9181,2,3,47,11,7,33
u9hma,2,0,44,2,0,13
fl5m4,4,19,12,11,18,19
e0b6i,2,25,62,2,1,46
fon27,10,0,90,4,0,75
webo9,4,24,51,11,1,8
hijqp,10,2,9,2,25,4
ica4e,2,11,16,2,11,63
x1h49,11,0,72,10,0,94
fs95j,2,8,44,4,17,83
kv5yd,4,24,23,11,14,60
h2pxs,10,29,41,2,1,2
h8fmv,10,1,30,10,12,40
plr29,4,30,6,11,1,14
t5i28,11,20,43,10,10,28
gzop7,4,5,12,10,3,51
aqt6q,4,0,42,10,0,4
qtck0,10,15,21,2,19,21
o3f61,4,24,15,11,12,56
rnw94,11,13,71,10,21,15
l8qew,2,4,39,10,3,39
uzpqt,11,8,42,4,2,44
q2o60,4,6,68,11,0,67
t8u0h,4,2,73,10,12,89
tg7ym,4,19,31,11,17,45
m4xkp,11,20,10,10,0,28
i199w,2,7,28,11,1,39
pyn0t,2,17,22,4,8,50
qz89y,2,30,17,11,28,85
oyofn,11,3,43,11,21,89
nshho,10,20,7,10,26,81
im8h0,10,0,27,2,0,32
d7y2u,11,1,11,10,14,72
lq3o9,10,0,69,2,25,4
w26og,2,17,73,2,15,13
sm0gt,2,26,71,11,4,61
t8vzt,11,26,35,10,16,28
tn6ft,10,0,34,10,30,23
xcdl3,11,0,62,4,26,90
ftmxb,4,1,44,4,6,83
spp13,4,20,46,10,13,60
b5smb,2,1,73,10,1,67
gl893,4,23,48,10,24,50
aij0z,10,20,7,10,13,24
la8pg,4,15,50,2,0,68
dq7ug,2,10,80,11,29,40
kwi0q,10,9,30,2,19,97
dfaqr,10,4,70,4,4,4
afldc,10,24,87,10,19,38
mrrls,11,2,92,2,14,30
kg3n9,10,5,7,11,30,44
kd6gg,10,26,71,11,9,79
iq400,10,14,96,2,17,87
kg3wj,11,0,65,10,0,35
a00uy,11,21,76,2,15,24
m9sv3,10,14,31,4,27,94
w0jxo,2,12,94,10,3,45
d2o1u,4,0,83,10,0,96
dlbkq,10,12,5,11,24,32
udd4d,10,0,69,11,0,46
nj1pl,4,22,27,10,7,8
gigz2,4,21,12,2,17,40
uuf7n,4,24,5,4,1,62
i00z9,11,4,3,10,8,68
pwz6y,10,5,57,11,5,25
obi0y,11,18,60,2,4,41
ek8eb,2,0,27,11,0,81
t4mri,11,22,61,4,1,94
qqezl,10,17,87,11,0,21
fuvjn,11,12,86,4,8,72
tkz2v,11,23,79,10,29,76
qieff,10,0,97,11,20,3
wbfqu,2,0,94,2,0,86
vo84t,2,13,68,10,27,84
io2es,10,11,68,10,21,3
y3ru3,11,28,97,2,5,4
a9jqf,11,28,59,4,26,64
iudfw,11,0,10,4,0,54
pjh6d,11,11,53,2,13,31
ns6ha,11,21,27,2,26,82
fty81,11,4,81,11,22,23
fiuz8,11,5,13,10,13,49
uz5b5,10,15,71,10,14,57
ws52x,4,0,63,2,0,10
r7dak,11,0,42,11,0,57
n53fv,11,27,31,2,11,48
uphh5,11,20,82,10,2,81
giw5h,2,0,92,11,0,54
ze16f,10,30,61,10,8,21
dvnit,10,0,15,2,0,46
p7p46,11,28,5,11,2,0
i3fmu,2,4,52,4,0,38
xui4j,2,18,14,10,28,40
gh5kt,11,4,66,11,8,85
qhlp0,11,11,50,2,24,40
e357x,10,3,20,11,13,94
ezaip,11,13,61,2,13,71
kjyb0,2,28,56,4,5,43
uw9nd,2,24,98,11,10,64
hi0au,10,27,45,10,28,43
spbpe,10,25,92,2,2,73
os2ud,2,0,73,2,0,74
zlx7o,4,14,65,11,9,19
h671t,10,21,52,11,4,92
gr2uk,2,8,15,4,7,37
xbec2,4,9,88,10,27,61
ik6yn,2,9,63,11,8,13
fs3vc,11,17,27,11,2,46
vbmkb,4,23,3,10,6,32
v7f9x,11,4,81,11,7,63
b7u28,2,13,81,10,7,52
w6pzw,2,5,62,11,30,90
qx5yk,11,10,37,2,1,98
h536y,11,26,86,4,18,14
nj6l3,4,0,79,2,0,94
gdvv4,11,28,74,10,19,90
e1p9h,11,30,19,11,24,56
d6hap,2,28,4,10,7,68
eqrs6,10,0,41,10,0,45
p05nq,2,20,34,11,26,25
v8c5v,10,11,21,10,6,42
m4xux,10,15,83,11,3,72
a9k5u,2,24,93,2,6,69
l76gt,10,0,23,2,0,24
tgx2c,10,9,52,4,4,21
vdrts,11,2,97,2,7,3
ttg07,11,15,20,4,13,22
jigbz,10,2,49,2,13,40
qpzxw,2,29,62,10,8,62
b0d4t,10,8,49,2,8,97
k6y88,4,0,64,2,0,87
nawii,10,30,33,10,22,58
a25tw,2,0,75,2,0,66
af9wv,10,23,93,2,23,97
uw8xl,11,16,63,10,23,47
f7url,11,8,66,4,7,1
dfdm6,2,21,57,2,5,86
pt5gc,10,5,36,2,19,66
hkz2s,11,30,65,2,20,84
zoij0,10,10,11,2,26,60
yyt3a,10,19,25,10,19,91
v2rgo,10,26,81,11,3,85
hizck,2,1,50,11,0,52
w70wd,10,0,0,11,0,55
gz9yh,2,12,35,11,11,50
ga14o,2,10,16,4,3,14
zbp68,4,25,86,4,2,3
reul1,4,5,3,10,18,43
cd2g2,4,2,24,2,18,57
xzd6t,11,7,61,2,16,74
eh5yx,10,14,76,11,26,7
rvj6p,4,0,32,4,24,78
l1k4m,4,0,7,10,0,44
a2p1h,10,30,96,2,18,2
u0wim,11,28,14,11,15,67
ruach,10,28,57,10,16,8
ww953,4,22,27,11,8,83
pirc4,11,0,97,2,25,33
tllfm,11,24,60,11,29,7
x8shh,4,25,84,2,6,21
zr3wq,10,9,25,2,1,46
o3d2i,11,27,71,11,11,50
aeuiv,2,19,8,2,11,58
i412o,2,14,15,2,19,78
qiyji,4,1,51,2,25,32
cjw0n,11,15,50,10,13,35
dy2v6,11,25,63,11,26,19
ku0lw,10,0,64,2,0,20
xce9x,10,0,20,2,0,83
i7tpb,11,20,6,4,25,26
yeeam,11,0,58,4,0,20
uir77,11,26,1,2,17,61
hrhnb,11,21,86,2,19,0
g40f0,11,20,17,11,19,57
v1221,10,0,70,2,0,5
t3v8s,2,5,10,2,17,70
qmen4,10,1,0,10,25,10
z20t3,11,0,43,2,20,48
cp9y9,10,14,51,10,23,48
knjh4,11,21,22,2,6,27
p4z86,2,5,23,11,23,51
bo8yn,4,5,0,2,5,12
z9rif,11,17,10,10,12,7
omag4,10,9,40,4,19,21
io6oe,4,18,23,11,22,35
gef5f,11,30,91,4,15,70
anl07,2,0,2,2,21,89
pipww,10,13,77,11,13,38
z1k2c,11,26,10,10,8,10
anq2q,10,30,61,2,1,9
kipai,4,27,41,10,23,64
rsnqb,11,17,74,2,9,83
lw3yt,2,20,52,4,14,68
qf4l4,10,11,82,2,14,51
sgy3p,10,9,43,10,7,86
z7heq,10,0,1,10,0,9
pyuzp,11,1,64,4,29,45
s61r6,11,27,70,10,4,71
hf52q,11,26,27,2,10,49
dx5jr,10,17,5,11,21,68
c0m04,4,0,28,4,0,98
cjyqp,4,12,70,2,21,30
vblve,10,16,90,2,9,20
baj9c,11,0,5,11,0,1
m0oln,2,27,86,4,3,18
poqqv,11,0,83,2,0,56
r1yrq,10,0,96,10,0,62
bk3yj,11,20,49,10,5,92
wsakj,2,7,20,11,9,77
lqcx0,4,0,17,10,0,54
atpcr,11,4,32,10,18,45
d3afi,11,4,30,10,19,53
wxk5s,11,0,8,2,0,43
ylonq,10,7,19,10,5,81
tihll,2,19,87,10,11,0
i6mwp,2,21,42,2,26,23
yu6p5,2,28,63,2,5,4
ho8l6,10,10,74,11,13,1
g8ulp,2,15,89,2,17,46
tyhr0,2,15,45,4,0,8
ixyao,11,5,54,2,25,38
nt9cb,10,0,79,10,0,21
r7ymh,11,24,58,10,9,11
ew4uw,10,17,0,4,23,87
yi0ij,2,8,57,10,8,52
ewu6x,4,14,75,2,7,40
zsz8y,2,20,53,11,24,44
h4jly,11,16,58,11,22,98
kc5l8,10,0,71,11,30,1
gknho,4,0,37,4,0,88
olld2,2,26,98,10,4,23
apppb,11,21,92,11,24,38
e7055,11,0,3,2,0,43
noypb,10,0,56,11,0,14
s6fuj,2,26,14,4,28,40
z3om5,10,27,61,10,20,44
vb1zq,10,5,67,2,10,55
xqwv3,11,0,70,10,0,80
up1k0,10,21,38,11,4,80
u9dt0,10,12,19,2,4,65
ia6fb,4,11,89,4,17,71
xekd7,11,15,78,2,15,30
zfnbn,2,0,3,10,0,35
njvys,11,0,34,2,0,43
dg3wb,4,22,91,10,29,65
b7y1o,11,30,12,11,11,49
m8qur,4,0,5,2,0,84
ql2tu,4,0,58,2,0,14
o5inl,11,5,70,2,29,75
xt4fo,4,19,82,11,30,32
n406w,2,6,46,4,30,0
rrk8g,10,3,98,10,28,4
t0yis,11,20,72,2,4,16
xn0c0,4,4,78,10,27,42
pem69,11,10,36,11,11,37
ok74q,4,5,89,11,2,51
cjmkp,2,0,45,2,0,68
q6f4v,10,27,52,4,22,14
ey7rg,2,20,72,11,18,63
jqzqv,4,2,75,10,18,97
n3gws,11,23,36,11,20,33
co9jk,2,20,96,4,15,24
sx8ws,2,14,96,11,28,85
ha6y8,10,7,39,2,30,20
nhm90,2,25,49,4,28,28
jzxju,11,18,34,10,30,63
jbitu,11,10,1,4,19,55
krd10,2,29,54,2,15,13
bp7ek,10,12,80,11,17,79
fqpgk,10,9,33,2,16,31
uloln,11,2,75,11,1,67
du93a,2,24,47,4,12,65
mpyw1,11,9,78,11,16,62
dmfgt,11,21,34,10,24,3
odl3h,11,2,78,2,9,51
q4ngf,11,16,67,11,1,57
mc1aa,11,0,2,10,0,78
u31cc,11,17,15,10,0,46
gwpbj,10,5,62,11,18,95
oswu8,2,14,94,2,16,31
hjhzx,11,3,91,2,6,9
n1rv2,2,8,69,10,11,93
butpq,10,1,95,10,16,70
gm3j8,10,0,10,10,0,8
sf89d,10,21,9,4,27,74
u06gw,2,16,77,2,14,86
h376z,10,17,28,11,22,37
gih80,10,21,2,10,8,52
hkfbr,4,17,12,2,2,95
hrffz,2,15,58,10,20,84
zink9,10,18,74,10,11,74
qazt8,4,18,87,2,2,3
kd9r4,11,21,17,10,30,48
mex6v,10,1,43,11,5,30
nescj,11,0,68,2,0,54
or1ak,11,0,11,4,0,22
ksldz,11,10,33,2,22,81
zutf3,10,24,61,4,20,49
hyo5w,2,11,56,10,12,23
lnjgz,10,0,72,2,0,61
a8rta,4,30,40,2,16,97
mf26f,2,24,96,11,2,33
wuj31,2,0,90,10,0,63
z3iel,11,0,95,10,0,34
mfkbg,10,18,98,4,15,91
djk2j,11,20,82,11,12,69
sz6wu,11,26,67,2,20,40
q1er3,11,28,72,2,7,3
yjrbw,11,4,89,11,8,76
nckau,11,3,75,2,10,25
atx2m,2,17,20,11,20,7
xi413,11,3,97,10,28,0
rr0pf,2,0,64,10,0,21
uamla,10,29,19,10,9,27
dpo7o,4,7,88,10,2,88
l3g1u,11,8,66,10,22,91
lfk69,10,19,22,11,5,39
gjkxl,11,0,56,11,0,39
wted0,11,7,37,11,30,27
ejvej,2,0,45,11,0,91
b1lph,10,27,54,10,5,59
g4g2j,4,0,56,2,13,25
z750a,11,6,8,4,2,88
cvepe,4,0,78,2,0,67
phw95,11,11,95,10,23,57
eek3o,4,1,60,11,18,30
k9gzi,11,15,75,10,22,21
ooq35,2,19,50,11,4,3
aa23w,10,5,93,10,6,15
glt3x,2,11,67,10,14,67
pjo7n,11,0,71,11,0,40
aju3c,10,0,94,2,0,55
m36zu,10,28,76,11,26,21
p7ukp,10,17,36,10,10,40
f95qd,2,14,0,10,29,39
ett6l,4,13,53,2,14,85
m0ih3,2,19,17,2,19,11
sw14y,10,9,79,11,2,31
axgzz,10,7,18,10,15,44
idmsw,10,21,14,2,1,97
zmtpk,2,10,70,11,21,70
ixo4o,10,16,71,11,30,44
iysi3,2,10,94,11,20,94
tnru7,10,3,83,4,28,77
mdqo3,2,7,33,11,3,8
krpou,11,25,73,2,18,21
ubkb8,10,4,20,4,2,50
a4pni,2,25,53,10,14,23
s3u9y,11,3,65,2,26,60
jd0dd,2,2,51,2,11,97
xmfuj,10,0,59,11,0,53
sjteo,11,13,72,2,6,17
y29y7,2,0,21,2,16,87
d9eab,2,1,16,4,0,85
e22q1,2,0,50,10,0,33
xl042,4,8,31,2,19,10
km3sp,2,19,61,10,28,61
v0ma7,11,12,28,10,14,85
rq35d,11,24,16,11,25,86
mpmla,4,28,28,2,11,70
bollz,10,9,3,2,30,67
b9j3e,10,29,81,11,11,51
s7fye,4,28,38,11,21,54
cilhv,2,0,39,10,0,50
ara42,10,0,58,2,0,2
frbi5,10,29,14,11,27,31
xh6bo,11,14,30,11,3,18
qlotn,10,23,36,11,1,78
sdpzj,2,4,44,4,21,36
q4ws3,10,3,0,10,3,49
o2h5r,4,0,20,10,0,13
gi3pn,10,19,78,11,30,65
llorw,10,23,43,4,2,51
o4ot1,11,8,63,10,14,52
zm2ki,2,10,46,11,4,36
xk2yj,11,23,80,11,14,33
tvtw3,11,17,50,4,17,34
vk65u,11,10,44,10,1,57
u3drw,10,9,98,11,5,63
rfyf4,11,24,97,2,26,19
v5aet,2,0,67,4,0,3
bqp11,11,12,26,2,1,20
adjm8,11,12,62,2,14,0
lasbj,4,27,33,10,16,93
bji6u,10,29,13,4,23,21
i3knl,2,18,22,2,25,12
f359j,2,23,25,11,22,56
yedif,2,14,26,2,9,30
r93sw,2,12,72,10,25,3
bf5n9,2,12,21,11,7,0
qd1ro,2,5,42,2,22,36
t5pdh,10,6,69,2,6,91
io07a,4,9,90,2,17,43
wc989,2,0,72,11,0,61
zbw1u,10,30,90,4,23,57
z8kxt,10,11,22,10,24,64
cnpxb,2,0,37,11,0,60
lb0kd,4,10,96,2,25,38
uwg7o,11,6,28,11,5,70
le3u9,11,0,57,2,0,1
mcx7z,10,30,93,10,5,27
iok6a,4,13,18,10,11,82
khn88,11,15,68,10,15,75
suko8,4,23,77,11,5,79
aizwb,2,23,54,11,6,60
um1vp,11,0,2,11,0,44
s8c87,2,7,21,11,5,58
d35x5,10,24,53,10,21,44
uj1px,10,27,44,11,6,23
nbyu0,10,17,95,11,5,48
i6rpx,4,5,26,10,19,21
lbina,2,19,91,2,20,10
n0yww,4,13,92,2,15,9
fpqf7,10,20,17,11,12,60
pxyoh,2,1,91,2,12,82
qhehr,4,19,50,10,5,78
jzqtg,4,12,44,10,26,80
l8ii9,2,19,69,2,18,0
qye08,4,19,33,2,12,82
n2f9y,10,15,0,11,6,72
l7vsa,11,6,88,10,1,98
y9v6s,10,8,45,2,25,37
wc52s,11,7,5,4,15,92
jqpuj,10,8,45,10,9,42
stbhn,10,16,15,11,20,36
vmmlz,4,0,0,10,0,12
cymaa,4,28,42,10,27,34
prr4t,4,24,80,11,25,25
ubt2f,4,11,83,10,12,42
bjrwb,2,27,84,11,26,48
ipwwv,11,28,33,10,6,79
uexmk,4,28,96,10,19,69
ygk6e,10,18,54,2,18,53
zmsqf,4,4,59,4,30,93
p1y4g,2,15,94,11,25,96
bv7oa,2,12,97,4,21,81
asdvd,10,12,8,11,4,43
vuuqd,2,19,15,11,21,51
t73vo,4,15,60,10,20,72
fuslh,10,28,54,11,24,35
df8g4,11,0,4,10,0,3
dqcpm,11,22,88,10,5,54
webry,10,20,65,11,21,5
tscza,10,24,26,11,22,56
ysorc,11,18,70,10,24,74
cbsjq,11,16,31,10,15,98
suo14,10,17,80,11,17,6
ykjmx,10,0,47,10,16,98
nni9n,4,0,50,11,0,64
urtnu,2,0,16,2,0,21
pcsi4,11,0,80,4,0,33
a5sot,11,21,70,10,5,83
lxytv,10,13,65,2,16,12
